,year,week_number,content,relative_yearly,relative_period
486,2019,16,3,30.000000000000004,25.0
487,2019,17,1,10.0,8.333333333333332
488,2019,18,2,20.0,16.666666666666664
489,2019,19,3,30.000000000000004,25.0
490,2019,20,5,50.0,41.666666666666664
491,2019,21,3,30.000000000000004,25.0
492,2019,22,2,20.0,16.666666666666664
493,2019,23,3,30.000000000000004,25.0
494,2019,24,3,30.000000000000004,25.0
495,2019,25,3,30.000000000000004,25.0
496,2019,26,3,30.000000000000004,25.0
497,2019,27,5,50.0,41.666666666666664
498,2019,28,4,40.0,33.33333333333333
499,2019,29,5,50.0,41.666666666666664
500,2019,30,6,60.00000000000001,50.0
501,2019,31,6,60.00000000000001,50.0
502,2019,32,5,50.0,41.666666666666664
503,2019,33,2,20.0,16.666666666666664
504,2019,34,3,30.000000000000004,25.0
505,2019,35,2,20.0,16.666666666666664
506,2019,36,2,20.0,16.666666666666664
507,2019,37,5,50.0,41.666666666666664
508,2019,38,5,50.0,41.666666666666664
509,2019,39,6,60.00000000000001,50.0
510,2019,40,3,30.000000000000004,25.0
511,2019,41,3,30.000000000000004,25.0
512,2019,42,2,20.0,16.666666666666664
513,2019,43,3,30.000000000000004,25.0
514,2019,44,5,50.0,41.666666666666664
515,2019,45,9,90.0,75.0
516,2019,46,7,70.0,58.33333333333333
517,2019,47,5,50.0,41.666666666666664
518,2019,48,1,10.0,8.333333333333332
519,2019,49,8,80.0,66.66666666666666
520,2019,50,10,100.0,83.33333333333333
521,2019,51,4,40.0,33.33333333333333
522,2019,52,1,10.0,8.333333333333332
523,2020,1,4,57.14285714285714,33.33333333333333
524,2020,2,7,100.0,58.33333333333333
525,2020,3,3,42.857142857142854,25.0
526,2020,4,2,28.57142857142857,16.666666666666664
527,2020,5,3,42.857142857142854,25.0
528,2020,6,2,28.57142857142857,16.666666666666664
529,2020,7,4,57.14285714285714,33.33333333333333
530,2020,8,2,28.57142857142857,16.666666666666664
531,2020,9,3,42.857142857142854,25.0
532,2020,10,4,57.14285714285714,33.33333333333333
533,2020,11,3,42.857142857142854,25.0
534,2020,12,2,28.57142857142857,16.666666666666664
535,2020,13,2,28.57142857142857,16.666666666666664
536,2020,14,2,28.57142857142857,16.666666666666664
537,2020,15,1,14.285714285714285,8.333333333333332
538,2020,16,1,14.285714285714285,8.333333333333332
539,2020,17,4,57.14285714285714,33.33333333333333
540,2020,18,1,14.285714285714285,8.333333333333332
541,2020,19,3,42.857142857142854,25.0
542,2020,20,6,85.71428571428571,50.0
543,2020,21,3,42.857142857142854,25.0
544,2020,22,4,57.14285714285714,33.33333333333333
545,2020,23,2,28.57142857142857,16.666666666666664
546,2020,24,2,28.57142857142857,16.666666666666664
547,2020,25,2,28.57142857142857,16.666666666666664
548,2020,26,7,100.0,58.33333333333333
549,2020,27,0,0.0,0.0
550,2020,28,3,42.857142857142854,25.0
551,2020,29,2,28.57142857142857,16.666666666666664
552,2020,30,1,14.285714285714285,8.333333333333332
553,2020,31,5,71.42857142857142,41.666666666666664
554,2020,32,1,14.285714285714285,8.333333333333332
555,2020,33,1,14.285714285714285,8.333333333333332
556,2020,34,0,0.0,0.0
557,2020,35,3,42.857142857142854,25.0
558,2020,36,3,42.857142857142854,25.0
559,2020,37,1,14.285714285714285,8.333333333333332
560,2020,38,3,42.857142857142854,25.0
561,2020,39,4,57.14285714285714,33.33333333333333
562,2020,40,6,85.71428571428571,50.0
563,2020,41,1,14.285714285714285,8.333333333333332
564,2020,42,3,42.857142857142854,25.0
565,2020,43,1,14.285714285714285,8.333333333333332
566,2020,44,2,28.57142857142857,16.666666666666664
567,2020,45,4,57.14285714285714,33.33333333333333
568,2020,46,3,42.857142857142854,25.0
569,2020,47,4,57.14285714285714,33.33333333333333
570,2020,48,6,85.71428571428571,50.0
571,2020,49,4,57.14285714285714,33.33333333333333
572,2020,50,3,42.857142857142854,25.0
573,2020,51,0,0.0,0.0
574,2020,52,2,28.57142857142857,16.666666666666664
575,2021,1,1,8.333333333333332,8.333333333333332
576,2021,2,4,33.33333333333333,33.33333333333333
577,2021,3,2,16.666666666666664,16.666666666666664
578,2021,4,1,8.333333333333332,8.333333333333332
579,2021,5,2,16.666666666666664,16.666666666666664
580,2021,6,1,8.333333333333332,8.333333333333332
581,2021,7,2,16.666666666666664,16.666666666666664
582,2021,8,5,41.666666666666664,41.666666666666664
583,2021,9,3,25.0,25.0
584,2021,10,3,25.0,25.0
585,2021,11,5,41.666666666666664,41.666666666666664
586,2021,12,1,8.333333333333332,8.333333333333332
587,2021,13,2,16.666666666666664,16.666666666666664
588,2021,14,4,33.33333333333333,33.33333333333333
589,2021,15,2,16.666666666666664,16.666666666666664
590,2021,16,3,25.0,25.0
591,2021,17,3,25.0,25.0
592,2021,18,1,8.333333333333332,8.333333333333332
593,2021,19,1,8.333333333333332,8.333333333333332
594,2021,20,4,33.33333333333333,33.33333333333333
595,2021,21,12,100.0,100.0
596,2021,22,4,33.33333333333333,33.33333333333333
597,2021,23,5,41.666666666666664,41.666666666666664
598,2021,24,5,41.666666666666664,41.666666666666664
599,2021,25,1,8.333333333333332,8.333333333333332
600,2021,26,4,33.33333333333333,33.33333333333333
601,2021,27,1,8.333333333333332,8.333333333333332
602,2021,28,4,33.33333333333333,33.33333333333333
603,2021,29,1,8.333333333333332,8.333333333333332
604,2021,30,1,8.333333333333332,8.333333333333332
605,2021,31,1,8.333333333333332,8.333333333333332
606,2021,32,2,16.666666666666664,16.666666666666664
607,2021,33,4,33.33333333333333,33.33333333333333
608,2021,34,3,25.0,25.0
609,2021,35,4,33.33333333333333,33.33333333333333
610,2021,36,3,25.0,25.0
611,2021,37,5,41.666666666666664,41.666666666666664
612,2021,38,2,16.666666666666664,16.666666666666664
613,2021,39,5,41.666666666666664,41.666666666666664
614,2021,40,1,8.333333333333332,8.333333333333332
615,2021,41,0,0.0,0.0
616,2021,42,0,0.0,0.0
617,2021,43,7,58.33333333333333,58.33333333333333
618,2021,44,2,16.666666666666664,16.666666666666664
619,2021,45,2,16.666666666666664,16.666666666666664
